#Plot, Target-i, Spec1       Spec2       delta_t (years)  Centroid       UpErr     Lowerr       Peak       UpErr     Lowerr       R_val     Accel (cm/s^2)    UpErr     Lowerr       Shift      UpErr     Lowerr     vmin vmax  
0     0     fivecol/spec-0389-51795-0332_cEm_2g.txt.crop.5col_0     fivecol/spec-4218-55479-0592_cEm_2g.txt.crop.5col_0     2.61491     0.13800     1.31100      1.38000      0.13800      1.31100      1.38000      0.68174      0.16735      1.58979      1.67346      0.13800      1.31100      1.38000      -7.60673      -14.70652  
0     0     fivecol/spec-0389-51795-0332_cEm_2g.txt.crop.5col_0     fivecol/spec-7853-56988-0370_cEm_2g.txt.crop.5col_0     3.68600     0.06900     1.31100      1.38000      0.06900      1.31100      1.38000      0.67016      0.05936      1.12782      1.18718      0.06900      1.31100      1.38000      -7.60673      -14.70652  
0     0     fivecol/spec-4218-55479-0592_cEm_2g.txt.crop.5col_0     fivecol/spec-7853-56988-0370_cEm_2g.txt.crop.5col_0     1.07109     -0.13800     1.17300      1.10400      -0.13800      1.17300      1.10400      0.96110      -0.40855      3.47269      3.26841      -0.13800      1.17300      1.10400      -7.60673      -14.70652  
0     1     fivecol/spec-0389-51795-0339_cEm_2g.txt.crop.5col_0     fivecol/spec-4217-55478-0948_cEm_2g.txt.crop.5col_0     3.05352     0.13800     1.31100      1.51800      0.13800      1.31100      1.51800      0.93240      0.14331      1.36143      1.57639      0.13800      1.31100      1.51800      -0.66255      -5.42506  
0     1     fivecol/spec-0389-51795-0339_cEm_2g.txt.crop.5col_0     fivecol/spec-7853-56988-0325_cEm_2g.txt.crop.5col_0     4.30544     0.06900     1.38000      1.50021      0.06900      1.38000      1.51800      0.94029      0.05082      1.01638      1.10492      0.06900      1.38000      1.50021      -0.66255      -5.42506  
0     1     fivecol/spec-4217-55478-0948_cEm_2g.txt.crop.5col_0     fivecol/spec-7853-56988-0325_cEm_2g.txt.crop.5col_0     1.25192     -0.06900     1.31100      1.31100      -0.06900      1.31100      1.31100      0.95820      -0.17477      3.32063      3.32063      -0.06900      1.31100      1.31100      -0.66255      -5.42506  
0     2     fivecol/spec-0389-51795-0211_cEm_2g.txt.crop.5col_0     fivecol/spec-4218-55479-0218_cEm_2g.txt.crop.5col_0     3.59773     -0.06900     1.38000      1.31100      -0.06900      1.38000      1.31100      0.91052      -0.06082      1.21631      1.15549      -0.06900      1.38000      1.31100      -1.82874      -5.27977  
0     2     fivecol/spec-0389-51795-0211_cEm_2g.txt.crop.5col_0     fivecol/spec-7864-56979-0441_cEm_2g.txt.crop.5col_0     5.06261     -0.13800     1.44900      1.31100      -0.13800      1.44900      1.31100      0.87253      -0.08644      0.90759      0.82115      -0.13800      1.44900      1.31100      -1.82874      -5.27977  
0     2     fivecol/spec-4218-55479-0218_cEm_2g.txt.crop.5col_0     fivecol/spec-7864-56979-0441_cEm_2g.txt.crop.5col_0     1.46487     -0.06900     0.89700      1.03500      -0.06900      0.89700      1.03500      0.92971      -0.14936      1.94171      2.24044      -0.06900      0.89700      1.03500      -1.82874      -5.27977  
0     3     fivecol/spec-0389-51795-0465_cEm_v.txt.crop.5col_0     fivecol/spec-4218-55479-0818_cEm_v.txt.crop.5col_0     2.61987     -0.06900     1.31100      1.17300      -0.06900      1.31100      1.17300      0.86984      -0.08351      1.58678      1.41975      -0.06900      1.31100      1.17300      -5.38283      -10.00454  
